tc_sheet,tc_id,uc_id,ucs_id,use_case,scenario,test_case_title,test_case_description,validation_methodology,success_criteria,primary_kpi,threshold,measurement_method,detection_source,simulation_input,expected_signal,tool_script_ref,pre_req_setup,moat_classification,differentiation_tier,products,product_addon,execution_complexity,est_pov_duration,status
SecOps,TC-XTI-02,UC-XTI,UCS-XTI-01,Extended Threat Intelligence (XTI),Indicator Lifecycle Governance,Demonstrate confidence scoring suppresses low-fidelity intel before it reaches detection,"Feeds a corpus of indicators spanning high-confidence Unit 42 attributions to low-reputation OSINT scrapes, then confirms scoring thresholds gate which ones ever become detection content — measuring the false-positive alerts avoided versus ingesting every feed at equal weight.",Intel Confidence Scoring,Low-confidence indicators are scored below the detection threshold and never generate alerts; high-confidence intel promotes automatically,False Positive Rate,<5%,Compare alerts generated from scored intel vs a control run ingesting all indicators unweighted,XSIAM Threat Intel + Incidents,Ingest a labeled corpus mixing high-confidence and known-noisy indicators,Low-fidelity indicators suppressed pre-detection; FP rate below threshold,pov-scripts/xti/tc-xti-02.md,TBD — DC authoring,AI-Native,LEAD,"XSIAM, XTI",,Medium,1–4hr,Draft
SecOps,TC-XTI-03,UC-XTI,UCS-XTI-02,Extended Threat Intelligence (XTI),Intel-to-Enforcement Loop,Validate automated intel-to-EDL push blocks a live indicator at the NGFW,Promotes a validated malicious domain to an External Dynamic List and confirms the NGFW enforces the block on the next connection attempt — closing the loop from intel arrival to network denial without a human editing a blocklist.,Intel-to-Enforcement Latency,"Validated indicator reaches NGFW EDL and blocks live traffic within 15 minutes of intel promotion, with the block event correlating back to the source indicator",MTTR,<15 min,Timestamp intel promotion vs NGFW block event; query traffic logs for the denied connection,XSIAM Threat Intel + NGFW Traffic Logs (EDL enforcement),"Promote a controlled test domain to EDL, then generate an outbound connection to it",NGFW denies the connection; block event traces back to the promoting indicator,pov-scripts/xti/tc-xti-03.md,TBD — DC authoring,Ecosystem,MOAT,"XSIAM, XTI, NGFW",,Medium,1–4hr,Draft
SecOps,TC-XTI-04,UC-XTI,UCS-XTI-02,Extended Threat Intelligence (XTI),Intel-to-Enforcement Loop,Demonstrate enforcement rollback when an indicator is withdrawn or proves false-positive,"Withdraws a previously promoted indicator and confirms the EDL entry retracts and legitimate traffic restores automatically — proving the enforcement loop is reversible, the property that determines whether a customer will ever trust it to run unattended.",Enforcement Reversibility,Withdrawn indicator is removed from the EDL and traffic to the previously blocked destination restores without manual firewall intervention,Automation Rate,100%,Withdraw indicator; confirm EDL retraction and successful reconnection in traffic logs,XSIAM Threat Intel + NGFW Traffic Logs,Promote then withdraw a benign control domain,EDL entry retracted automatically; traffic restored with full audit trail,pov-scripts/xti/tc-xti-04.md,TBD — DC authoring,Ecosystem,LEAD,"XSIAM, XTI, NGFW",,Low,<1hr,Draft
SecOps,TC-XTI-05,UC-XTI,UCS-XTI-03,Extended Threat Intelligence (XTI),Retrospective Hunting on New Intel,Validate retro-hunt automatically sweeps historical telemetry when new intel lands,"Introduces a new indicator matching activity already present in historical data and confirms the platform retro-hunts the data lake and raises a case — proving the SOC learns about a compromise that already happened, rather than only watching forward from the moment intel arrives.",Retrospective Detection Coverage,New indicator triggers an automatic sweep of historical telemetry; prior matching activity surfaces as a case with full timeline,Detection Accuracy,100% of seeded historical matches,"Seed historical telemetry with matching activity, then introduce the indicator and confirm the retro-hunt case",XSIAM Threat Intel + Cortex XDL (historical telemetry),"Plant a matching artifact in telemetry 30 days back, then ingest the corresponding indicator",Retro-hunt raises a case citing the historical activity with timeline reconstruction,pov-scripts/xti/tc-xti-05.md,TBD — DC authoring,Platform,MOAT,"XSIAM, XTI, XDL",,High,1 day,Draft
SecOps,TC-XTI-06,UC-XTI,UCS-XTI-03,Extended Threat Intelligence (XTI),Retrospective Hunting on New Intel,Demonstrate scheduled intel-driven hunts against long-retention data without re-ingest cost,"Runs a scheduled hunt over cold-tier retained data using federated search and measures query completion and cost, proving long-look-back hunting does not require re-ingesting archived telemetry into hot storage.",Long-Retention Hunt Feasibility,Scheduled hunt executes across 12-month retained telemetry and returns results without re-ingestion; cost and runtime within operational bounds,Coverage %,>=90% of retention window,"Execute scheduled hunt over cold tier; measure runtime, result completeness and ingest cost delta",Cortex XDL federated search + XTI indicators,Schedule a hunt for a known indicator set across the full retention window,Hunt completes across the retention window with no additional ingestion charge,pov-scripts/xti/tc-xti-06.md,TBD — DC authoring,Platform,MOAT,"XSIAM, XTI, XDL",,High,1 day,Draft
SecOps,TC-XTI-07,UC-XTI,UCS-XTI-04,Extended Threat Intelligence (XTI),Attribution & Campaign Enrichment in Case Flow,Validate automatic attribution and campaign context attaches to a live case,"Raises a case from activity tied to a tracked actor and confirms attribution, campaign lineage and related indicators attach inline — measuring the portal pivots eliminated versus an analyst manually researching the same artifacts mid-investigation.",Enrichment Coverage & Speed,"Case auto-enriches with actor attribution, campaign context and related IOCs inline; analyst performs zero external portal lookups",Triage Automation Rate,>=80%,Count enrichment artifacts auto-attached vs those requiring manual lookup across a sample of cases,XSIAM Incidents + XTI enrichment,Trigger activity matching a tracked Unit 42 actor profile,Case carries actor attribution and campaign lineage without analyst action,pov-scripts/xti/tc-xti-07.md,TBD — DC authoring,Ecosystem,MOAT,"XSIAM, XTI",,Medium,1–4hr,Draft
SecOps,TC-XTI-08,UC-XTI,UCS-XTI-04,Extended Threat Intelligence (XTI),Attribution & Campaign Enrichment in Case Flow,Demonstrate intel-driven detection tuning from investigation outcomes,"Closes cases with true- and false-positive dispositions and confirms those outcomes feed back into indicator confidence, proving the intel store learns from the SOC rather than remaining a static one-way feed.",Feedback Loop Integrity,Case dispositions adjust indicator confidence scores; repeat false-positive indicators demote automatically on subsequent ingestion,Detection Accuracy,>=85%,Disposition a labeled case set; verify indicator confidence deltas and suppression on re-ingestion,XSIAM Incidents + XTI indicator scoring,Close a mixed set of TP/FP cases tied to specific indicators,Indicator confidence scores adjust from case outcomes; FP indicators demote,pov-scripts/xti/tc-xti-08.md,TBD — DC authoring,AI-Native,LEAD,"XSIAM, XTI",,Medium,1–4hr,Draft
SecOps,TC-XTI-09,UC-XTI,UCS-XTI-05,Extended Threat Intelligence (XTI),Intel-Driven Attack Surface Prioritization,Validate exposure prioritization re-ranks when intel shows active exploitation,"Introduces intel that a CVE present on the customer's external attack surface is under active exploitation, then confirms the exposure re-ranks to the top of the remediation queue — proving the surface is prioritized by adversary behavior rather than CVSS alone.",TI-ASM Correlation,Exposed assets carrying actively exploited CVEs re-prioritize above higher-CVSS but unexploited findings; remediation queue reorders automatically,Cross-Source Correlation Rate,>=90%,Compare queue ordering before and after exploitation intel lands; verify correlation of intel to exposed asset,Xpanse Asset Inventory + XTI exploitation intel,"Seed an exposed asset with a CVE, then introduce active-exploitation intel for that CVE",Exposure re-ranks to top of queue with exploitation evidence cited,pov-scripts/xti/tc-xti-09.md,TBD — DC authoring,Ecosystem,MOAT,"Xpanse, XSIAM, XTI",,High,1 day,Draft
SecOps,TC-XTI-10,UC-XTI,UCS-XTI-06,Extended Threat Intelligence (XTI),Community & ISAC Intel Exchange,Demonstrate bidirectional ISAC/community intel exchange with sanitization controls,"Publishes locally derived indicators outward to an ISAC feed while confirming sanitization strips customer-identifying context, proving the organization can contribute intel to its sector without leaking its own telemetry.",Intel Exchange Integrity,Locally derived indicators publish to the ISAC/community feed with customer-identifying fields stripped; inbound community intel ingests under the same lifecycle governance,Completeness %,100% sanitization,Publish a test indicator set; inspect outbound payload for residual identifying fields,XSIAM Threat Intel export/import (STIX/TAXII),Derive indicators locally and publish to a test ISAC endpoint,Sanitized indicators published; no customer-identifying context in payload,pov-scripts/xti/tc-xti-10.md,TBD — DC authoring,Ecosystem,LEAD,"XSIAM, XTI",,Medium,1–4hr,Draft
SecOps,TC-APB-01,UC-APB,UCS-APB-01,Autonomous Playbooks (AgentiX),The Autonomy Spectrum — Deterministic to Agentic,Validate an AI-embedded playbook adapts to an input the deterministic path cannot handle,"Feeds a playbook an incident variant outside its authored branches and confirms the embedded LLM node reasons over the unfamiliar input and completes the workflow, where a purely deterministic playbook would fall through to a human — quantifying the long-tail incidents automation now reaches.",Adaptive Workflow Execution,AI-embedded playbook completes on an incident variant with no matching authored branch; deterministic control playbook fails over to manual on the same input,Automation Rate,>=75% of long-tail variants,Run a corpus of off-pattern incidents through both an AI-embedded and a deterministic playbook; compare completion rates,XSIAM Playbook execution logs + AgentiX agent traces,Submit incident variants deliberately outside the authored decision branches,AI node reasons over the novel input and completes; deterministic control escalates to human,pov-scripts/apb/tc-apb-01.md,TBD — DC authoring,AI-Native,MOAT,"AgentiX, XSIAM",,Medium,1–4hr,Draft
SecOps,TC-APB-02,UC-APB,UCS-APB-01,Autonomous Playbooks (AgentiX),The Autonomy Spectrum — Deterministic to Agentic,Demonstrate graceful degradation from autonomous to human-in-the-loop on low confidence,"Drives an autonomous playbook into a low-confidence state and confirms it halts and escalates with its reasoning trace attached, rather than acting on a guess — the behavior that determines whether a security team will authorize autonomy in production at all.",Confidence-Gated Autonomy,Agent halts below the confidence threshold and escalates to an analyst with its full reasoning trace; no autonomous action is taken on low-confidence determinations,Detection Accuracy,100% of low-confidence cases escalated,Submit deliberately ambiguous incidents; verify halt-and-escalate behavior and trace completeness,AgentiX agent traces + XSIAM case audit log,Submit ambiguous incidents engineered to produce low model confidence,Agent escalates with reasoning trace; zero autonomous actions on ambiguous input,pov-scripts/apb/tc-apb-02.md,TBD — DC authoring,AI-Native,MOAT,"AgentiX, XSIAM",,Medium,1–4hr,Draft
SecOps,TC-APB-03,UC-APB,UCS-APB-02,Autonomous Playbooks (AgentiX),Natural-Language Playbook Authoring,Validate the Automation Engineer agent builds a working playbook from a natural-language prompt,"Describes a response workflow in plain language and measures whether the generated playbook executes correctly without hand-editing, collapsing playbook authoring from a specialist engineering task to something a tier-1 analyst can do in a sitting.",NL-to-Playbook Fidelity,Playbook generated from a natural-language prompt executes end-to-end without manual code correction across a set of representative workflows,Automation Rate,>=70% first-pass execution,Issue 10 natural-language workflow prompts; measure how many generated playbooks run correctly unedited,AgentiX Automation Engineer agent + playbook execution logs,Submit 10 plain-language response-workflow descriptions of varying complexity,Generated playbooks execute correctly on first run without manual code correction,pov-scripts/apb/tc-apb-03.md,TBD — DC authoring,AI-Native,MOAT,"AgentiX, XSOAR",,Medium,1–4hr,Draft
SecOps,TC-APB-04,UC-APB,UCS-APB-02,Autonomous Playbooks (AgentiX),Natural-Language Playbook Authoring,Demonstrate playbook maintenance — agent repairs a workflow broken by an API change,"Breaks an integration contract a playbook depends on and confirms the agent detects the failure and proposes a working repair, addressing the maintenance tax that quietly erodes every mature automation estate.",Automation Maintainability,"Agent identifies the breaking change, proposes a corrected playbook step, and the repaired workflow executes successfully",MTTR,<1 hr to repaired playbook,Introduce a breaking API schema change; time detection-to-working-repair,AgentiX agent traces + playbook execution logs,Alter an integration response schema a live playbook depends on,"Agent detects failure, proposes repair, repaired playbook executes",pov-scripts/apb/tc-apb-04.md,TBD — DC authoring,AI-Native,LEAD,"AgentiX, XSOAR",,Medium,1–4hr,Draft
SecOps,TC-APB-05,UC-APB,UCS-APB-03,Autonomous Playbooks (AgentiX),Governed Autonomy — Guardrails & Approval Gates,Validate policy guardrails block an out-of-scope autonomous action,"Instructs an agent toward an action outside its authorized blast radius — isolating a production domain controller — and confirms policy guardrails refuse it and route to approval, proving autonomy is bounded by policy rather than by the agent's own judgment.",Policy Enforcement,Out-of-scope actions are refused by guardrail policy and routed for human approval; no unauthorized action executes regardless of agent determination,Automation Rate,100% of out-of-scope actions blocked,Attempt a set of out-of-scope actions via agent; verify guardrail refusal and approval routing in the audit log,AgentiX governance policy engine + audit log,Direct the agent toward actions on protected/critical assets outside its authorized scope,Guardrail refuses the action and routes to approval; audit log records the refusal,pov-scripts/apb/tc-apb-05.md,TBD — DC authoring,Platform,MOAT,"AgentiX, XSIAM",,Medium,1–4hr,Draft
SecOps,TC-APB-06,UC-APB,UCS-APB-03,Autonomous Playbooks (AgentiX),Governed Autonomy — Guardrails & Approval Gates,Demonstrate full auditability — every autonomous action reconstructs to its reasoning and approver,"Reconstructs the complete decision trail for a set of agent-executed actions — inputs consumed, reasoning, policy evaluated, approver — proving the SOC can answer an auditor's question about why an agent did something months after the fact.",Autonomy Auditability,"Every agent action reconstructs end to end: triggering inputs, reasoning trace, policy decision, approver identity, and resulting change",Completeness %,100% of actions reconstructable,Sample executed agent actions; attempt full trail reconstruction from the audit log,AgentiX audit log + XSIAM case history,"Execute a batch of agent actions across several incident types, then audit them",Complete decision trail available for every action including approver identity,pov-scripts/apb/tc-apb-06.md,TBD — DC authoring,Platform,MOAT,"AgentiX, XSIAM",,Low,<1hr,Draft
SecOps,TC-APB-07,UC-APB,UCS-APB-04,Autonomous Playbooks (AgentiX),Autonomous Case Investigation,Validate the Case Investigation agent produces an analyst-grade case summary and next steps,"Hands the agent a multi-artifact case and grades its summary, evidence selection and recommended actions against an experienced analyst's own workup on the same case — measuring whether the output is decision-grade or merely descriptive.",AI Triage Accuracy,Agent-generated case summary identifies the same critical evidence and recommends the same next action as a senior analyst on a blind-graded case set,Triage Automation Rate,>=80% analyst agreement,Blind-grade agent summaries against senior-analyst workups on the same cases,AgentiX Case Investigation agent + XSIAM cases,Submit a set of multi-artifact cases of varying complexity,"Case summary, evidence highlights and next-step recommendation matching analyst judgment",pov-scripts/apb/tc-apb-07.md,TBD — DC authoring,AI-Native,MOAT,"AgentiX, XSIAM",,Medium,1–4hr,Draft
SecOps,TC-APB-08,UC-APB,UCS-APB-04,Autonomous Playbooks (AgentiX),Autonomous Case Investigation,Demonstrate end-to-end autonomous close of a routine incident class under approval gate,"Runs a routine incident class fully autonomously — investigation, containment, closure — with a single human approval gate, then measures elapsed time and analyst minutes consumed against the same class handled manually.",Autonomous Resolution,"Routine incident class investigates, contains and closes autonomously with one approval gate; analyst time per incident drops materially against the manual baseline",MTTR,>=50% reduction vs manual baseline,Time and staff-cost a routine incident class autonomously vs the manual baseline,AgentiX agent traces + XSIAM case metrics,"Feed a volume of a routine, well-understood incident class",Incidents close autonomously within SLA with a single approval touch,pov-scripts/apb/tc-apb-08.md,TBD — DC authoring,AI-Native,MOAT,"AgentiX, XSIAM",,High,1 day,Draft
SecOps,TC-APB-09,UC-APB,UCS-APB-05,Autonomous Playbooks (AgentiX),MCP-Native Tool Extensibility,Validate MCP-native integration of a customer tool with no prebuilt connector,"Connects a bespoke internal tool that has no prebuilt integration via MCP and confirms an agent invokes it inside a live playbook, proving automation extends to the customer's own estate rather than stopping at the vendor's connector catalog.",Extensibility Validation,Customer tool with no prebuilt connector is exposed via MCP and successfully invoked by an agent within a live playbook run,Coverage %,100% of targeted tools invocable,Expose a bespoke tool via MCP; execute an agent playbook that calls it and verify the result,AgentiX MCP server registry + playbook execution logs,Stand up a customer-representative internal tool behind an MCP endpoint,Agent discovers and invokes the tool successfully mid-playbook,pov-scripts/apb/tc-apb-09.md,TBD — DC authoring,Platform,MOAT,"AgentiX, XSOAR",,Medium,1–4hr,Draft
SecOps,TC-APB-10,UC-APB,UCS-APB-05,Autonomous Playbooks (AgentiX),MCP-Native Tool Extensibility,Demonstrate agent orchestration across SOC and IT tooling in one workflow,"Drives a workflow that spans the SOC platform and an IT system of record — opening a change ticket, patching, and closing the security case as one chain — proving the agent crosses the organizational boundary where most response workflows stall.",Cross-Functional Orchestration,"A single agent workflow spans security and IT systems: security case drives an IT change record, remediation executes, and the security case closes on confirmation",Automation Rate,>=80% of chain steps automated,Execute the cross-boundary workflow; count automated vs manually bridged steps,AgentiX + ITSM integration + XSIAM cases,Trigger a vulnerability requiring an IT-owned patch and change approval,Chain completes across security and IT with the security case closing on IT confirmation,pov-scripts/apb/tc-apb-10.md,TBD — DC authoring,Ecosystem,LEAD,"AgentiX, XSOAR, XSIAM",,High,1 day,Draft
Cloud,TC-PSER-01,UC-PSER,UCS-PSER-01,Posture Security Enterprise Readiness,Multi-Cloud Onboarding & Visibility — Ease of Deployment,"Validate Multi-Cloud Onboarding Verification — AWS, Azure, GCP accounts onboarded via Terraform/CloudFormation templates within 30 min","Times a live IaC-driven onboarding of AWS, Azure, and GCP accounts and confirms provider audit telemetry (CloudTrail, Activity Log, Audit Log) lands within 15 minutes — proving one onboarding path covers every CSP consistently rather than one cloud deeply and the rest as afterthoughts.",Multi-Cloud Onboarding Verification,"AWS, Azure, GCP accounts onboarded via Terraform/CloudFormation templates within 30 min; cloud telemetry (CloudTrail, Activity Log, Audit Log) flowing to Cortex Cloud within 15 min; zero degradation to existing posture monitoring",MTTD,within 30 min,Inspect Cortex Cloud dashboard / query /api endpoint for multi-cloud onboarding verification; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Multi-Cloud Onboarding & Visibility — Ease of Deployment,"AWS, Azure, GCP accounts onboarded via Terraform/CloudFormation templates within 30 min",pov-scripts/cloud/pser/tc-pser-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,LEAD,Cortex Cloud,,High,1 day,Active
Cloud,TC-PSER-02,UC-PSER,UCS-PSER-02,Posture Security Enterprise Readiness,Reports & Dashboards,Validate Dashboard & Reporting Accuracy — Executive dashboard reflects accurate posture score across all onboarded accounts,"Reconciles the executive posture score and scheduled PDF/CSV exports against the underlying findings API, proving the number a CISO reports upward derives from the same live data an analyst queries, and that custom compliance queries return identical results run over run.",Dashboard & Reporting Accuracy,Executive dashboard reflects accurate posture score across all onboarded accounts; custom compliance queries return consistent results; scheduled PDF/CSV reports generate within SLA with correct data snapshots,Compliance Score,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for dashboard & reporting accuracy; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Reports & Dashboards,Executive dashboard reflects accurate posture score across all onboarded accounts,pov-scripts/cloud/pser/tc-pser-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Low,<1hr,Active
Cloud,TC-CSPM-01,UC-CSPM,UCS-CSPM-01,Cloud Security Posture Management (CSPM),Cloud Asset Inventory,"Validate Cloud Asset Discovery & Inventory — All cloud assets discovered across connected accounts with accurate metadata (region, tags, network, owner)","Provisions net-new resources in each connected account and measures the delta between Cortex inventory and the provider console, proving discovery lands inside 15 minutes with region, tag, network, and owner metadata intact — including assets an agent-only estate structurally never sees.",Cloud Asset Discovery & Inventory,"All cloud assets discovered across connected accounts with accurate metadata (region, tags, network, owner); asset count matches or exceeds cloud provider console inventory; new assets detected within 15 min of provisioning",Asset Discovery Coverage,within 15 min,Inspect Cortex Cloud dashboard / query /api endpoint for cloud asset discovery & inventory; compare to expected baseline,Cortex Cloud Inventory (/api/v1/inventory),"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)","All cloud assets discovered across connected accounts with accurate metadata (region, tags, network, owner)",pov-scripts/cloud/cspm/tc-cspm-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Low,<1hr,Active
Cloud,TC-CSPM-02,UC-CSPM,UCS-CSPM-02,Cloud Security Posture Management (CSPM),Cloud Security Policy Management,"Validate Security Policy Enforcement — OOTB policies (CIS, NIST, SOC2) evaluate correctly against target resources","Runs the OOTB CIS/NIST/SOC2 packs against seeded misconfigurations, then authors an RQL policy for a customer-specific control, proving both paths flag the same resource at correct severity and emit CLI and IaC remediation the platform team can execute as written.",Security Policy Enforcement,"OOTB policies (CIS, NIST, SOC2) evaluate correctly against target resources; custom policies created via RQL detect intended misconfigurations; policy violations surface with accurate severity, affected resource, and CLI/IaC remediation steps",Remediation Success Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for security policy enforcement; compare to expected baseline,Cortex Cloud Policies + Alerts view,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)","OOTB policies (CIS, NIST, SOC2) evaluate correctly against target resources",pov-scripts/cloud/cspm/tc-cspm-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-CSPM-03,UC-CSPM,UCS-CSPM-03,Cloud Security Posture Management (CSPM),Cases & Issues,Validate Issue Triage & Case Management — Security findings surface as prioritized Cases with accurate severity scoring,"Seeds findings across several resource owners and confirms they aggregate into prioritized Posture cases routed by tag and account, then remediates one and verifies resolution state reflects the actual resource condition rather than an analyst marking a ticket closed.",Issue Triage & Case Management,Security findings surface as prioritized Cases with accurate severity scoring; triage workflow routes findings to correct owner based on resource tags/account; resolution tracking reflects actual remediation state with evidence,Triage Automation Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for issue triage & case management; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Cases & Issues,Security findings surface as prioritized Cases with accurate severity scoring,pov-scripts/cloud/cspm/tc-cspm-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-CSPM-04,UC-CSPM,UCS-CSPM-04,Cloud Security Posture Management (CSPM),Posture Security Management,"Validate Posture Assessment & Management — Posture assessment covers all connected resources across CSPM, CWPP, CIEM, and DSPM modules","Runs a single assessment pass across CSPM, CWPP, CIEM, and DSPM findings on the same asset and verifies risk scoring separates exploitable-and-exposed from informational — proof that config, workload, identity, and data signals resolve in one model instead of four disconnected consoles.",Posture Assessment & Management,"Posture assessment covers all connected resources across CSPM, CWPP, CIEM, and DSPM modules; findings align with expected test conditions; risk scoring differentiates critical (exploitable + exposed) from informational",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for posture assessment & management; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Posture Security Management,"Posture assessment covers all connected resources across CSPM, CWPP, CIEM, and DSPM modules",pov-scripts/cloud/cspm/tc-cspm-04.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-CSPM-05,UC-CSPM,UCS-CSPM-05,Cloud Security Posture Management (CSPM),Agentless Scanning,Validate Agentless Scanning Coverage — vulnerability + compliance findings match agent-based baselines within 5% variance,"Withholds agents from a sample workload set and compares agentless vulnerability and compliance output against the agent-based baseline, proving under 5% variance and over 95% inventory coverage within 24 hours — visibility on the hosts where an agent will never be installed.",Agentless Scanning Coverage,"Agentless scanning discovers workloads (VMs, containers, Lambda) without agent deployment; vulnerability + compliance findings match agent-based baselines within 5% variance; scan coverage reaches >95% of target inventory within 24hr",Asset Discovery Coverage,>95%,Inspect Cortex Cloud dashboard / query /api endpoint for agentless scanning coverage; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Agentless Scanning,"Agentless scanning discovers workloads (VMs, containers, Lambda) without agent deployment",pov-scripts/cloud/cspm/tc-cspm-05.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-CVM-01,UC-CVM,UCS-CVM-01,Vulnerability Management,Vulnerability Management,"Validate Workload Vulnerability Detection — Known CVEs detected across VMs, containers, and serverless with accurate CVSS scoring","Sweeps VMs, containers and serverless functions for known CVEs using both agent and agentless collection, confirming package-level fix availability is surfaced and that prioritization fuses CVSS with EPSS and exploit-in-the-wild status — coverage reaching workloads no agent could be installed on.",Workload Vulnerability Detection,"Known CVEs detected across VMs, containers, and serverless with accurate CVSS scoring; host-level vulnerability view shows affected packages with version and fix availability; prioritization combines CVSS + EPSS + exploit-in-wild status",MTTD,Qualitative pass,Inspect XSIAM UI / query XQL dataset for workload vulnerability detection; compare to expected baseline,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,"Deploy workloads with known CVEs (e.g., Log4Shell container, unpatched RDS); seed vulnerability intel","Known CVEs detected across VMs, containers, and serverless with accurate CVSS scoring",pov-scripts/cloud/cvm/tc-cvm-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,"Cortex Cloud, XSIAM",,Medium,1–4hr,Active
Cloud,TC-CVM-02,UC-CVM,UCS-CVM-02,Vulnerability Management,Vulnerability Intelligence,"Validate Vulnerability Intelligence Enrichment — Findings enriched with Unit 42 exploit intelligence, CISA KEV status, and EPSS score","Injects a low-CVSS but actively exploited CVE alongside a high-CVSS theoretical one, then confirms Unit 42 exploit intelligence, CISA KEV status, and EPSS drive the exploited finding to the top of the queue with remediation naming the specific patched version.",Vulnerability Intelligence Enrichment,"Findings enriched with Unit 42 exploit intelligence, CISA KEV status, and EPSS score; intelligence-driven prioritization correctly elevates actively exploited CVEs over higher-CVSS theoretical risks; remediation references specific patched versions",Remediation Success Rate,Qualitative pass,Inspect XSIAM UI / query XQL dataset for vulnerability intelligence enrichment; compare to expected baseline,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,"Deploy workloads with known CVEs (e.g., Log4Shell container, unpatched RDS); seed vulnerability intel","Findings enriched with Unit 42 exploit intelligence, CISA KEV status, and EPSS score",pov-scripts/cloud/cvm/tc-cvm-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,"Cortex Cloud, XSIAM",,Medium,1–4hr,Active
Cloud,TC-CVM-03,UC-CVM,UCS-CVM-03,Vulnerability Management,Internet Exposure Detection,Demonstrate Internet Exposure Correlation — Internet-facing vulnerable assets identified by correlating vulnerability findings with Xpanse external exposure data,"Joins vulnerability findings to externally-observed exposure data so risk is scored on reachability rather than raw severity, and renders the internet → vulnerable service → sensitive data attack path that separates the handful of genuinely urgent CVEs from a backlog of thousands.",Internet Exposure Correlation,Internet-facing vulnerable assets identified by correlating vulnerability findings with Xpanse external exposure data; risk scoring combines vulnerability severity + exposure context; attack path shows internet → vulnerability → sensitive data chain,Cross-Source Correlation Rate,Qualitative pass,Inspect XSIAM UI / query XQL dataset for internet exposure correlation; compare to expected baseline,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Internet Exposure Detection,Internet-facing vulnerable assets identified by correlating vulnerability findings with Xpanse external exposure data,pov-scripts/cloud/cvm/tc-cvm-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,"Cortex Cloud, XSIAM",,High,1 day,Active
Cloud,TC-CCMP-01,UC-CCMP,UCS-CCMP-01,Compliance,Schedule Compliance Reports,Validate Scheduled Compliance Reporting — Scheduled compliance reports generate on defined cadence (daily/weekly/monthly),"Schedules recurring reports against a deliberately changing posture state and verifies each artifact snapshots the environment as it stood at run time, with evidence attached — audit packages assembled from configuration, data, identity, Kubernetes, and AI scanners without a manual evidence pull.",Scheduled Compliance Reporting,Scheduled compliance reports generate on defined cadence (daily/weekly/monthly); report content reflects current posture state at generation time; PDF/CSV format meets audit submission requirements with evidence screenshots,Compliance Score,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for scheduled compliance reporting; compare to expected baseline,Cortex Cloud Policies + Alerts view,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",Scheduled compliance reports generate on defined cadence (daily/weekly/monthly),pov-scripts/cloud/ccmp/tc-ccmp-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,LEAD,Cortex Cloud,,Low,<1hr,Active
