validation_class,tc_id,ucs_id,uc_id,use_case,scenario,test_case_title,tc_sheet,differentiation_tier,moat_classification,priority,detection_id,detection_type,target_dataset,pov_scenario_id,pov_scenario_payload,mitre_techniques,expected_signal,primary_kpi,threshold,detection_source,base_platform,required_addon,content_status,authoring_gap
DET,TC-AES-03,UCS-AES-02,UC-AES,Advanced Email Security,Business Email Compromise (BEC),"Validate BEC detection identifies executive impersonation, vendor invoice fraud, and payment redirect attempts using behavioral and content analysis",SecOps,PARITY,Table Stakes,P3,DET-AES-03,Analytics BIOC,xdr_data,POV-SC-028,Execute scenario-specific simulation for Business Email Compromise (BEC),TBD,90%+ BEC detection with <0.5% false positive rate on legitimate executive communications,False Positive Rate,<0.5%,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
PLT,TC-AES-04,UCS-AES-02,UC-AES,Advanced Email Security,Business Email Compromise (BEC),"Demonstrate automated BEC response workflow quarantines message, alerts target, and notifies finance/legal within SLA",SecOps,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-028,Execute scenario-specific simulation for Business Email Compromise (BEC),TBD,Full BEC response executed within 2 minutes of detection with zero user interaction with fraudulent message,Response time,within 2 min,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,"N/A — assertion, not detection",EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AES-05,UCS-AES-03,UC-AES,Advanced Email Security,Malicious Payload Delivery via Email,"Validate detection of malicious attachments including macro-laden documents, encrypted archives with malware, and embedded exploit payloads",SecOps,PARITY,Table Stakes,P3,DET-AES-04,BIOC,xdr_data,POV-SC-063,Execute malware sample (EICAR + representative ransomware binary in isolated test segment),TBD,98%+ malicious attachment detection with full sandbox analysis completed within 3 minutes,Completeness %,98%,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AES-06,UCS-AES-03,UC-AES,Advanced Email Security,Malicious Payload Delivery via Email,"Demonstrate link-based payload detection identifies malicious URLs, drive-by downloads, and delayed weaponization (links that become malicious post-delivery)",SecOps,PARITY,Table Stakes,P3,DET-AES-05,BIOC,xdr_data,POV-SC-064,Execute scenario-specific simulation for Malicious Payload Delivery via Email,TBD,95%+ malicious URL detection including 80%+ retrospective detection of delayed weaponization within 1 hour,URL detection rate,95%,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AES-07,UCS-AES-04,UC-AES,Advanced Email Security,Email-Based Insider Threat Detection,"Validate detection of sensitive data exfiltration via email including auto-forwarding rules, BCC to personal accounts, and attachment-based data theft",SecOps,PARITY,Table Stakes,P3,DET-AES-06,Analytics BIOC,xdr_data,POV-SC-065,Execute scenario-specific simulation for Email-Based Insider Threat Detection,TBD,100% detection of auto-forwarding rules and 90%+ detection of anomalous email-based data movement,Outcome Achieved,100%,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AES-08,UCS-AES-05,UC-AES,Advanced Email Security,Automated Email Triage & Response,Validate AgentiX Email Investigation Agent performs full-spectrum email analysis from detection through containment across all email platforms,SecOps,PARITY,Table Stakes,P3,DET-AES-07,BIOC,xdr_data,POV-SC-006,"Inject synthetic alert volume (500–1,000 alerts mixing Atomic Red Team T1059 / T1021 with benign noise)",T1021 T1059,Full email investigation completed in <5 minutes with automated containment recommendation,Automation Rate,<5 minutes,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,GENERIC SCENARIO (shared by 8 TCs) — needs purpose-built payload
DET,TC-AES-09,UCS-AES-05,UC-AES,Advanced Email Security,Automated Email Triage & Response,Demonstrate user-reported phishing workflow with automated analysis and feedback loop to reduce repeat reporting of known-good emails,SecOps,PARITY,Table Stakes,P3,DET-AES-08,BIOC,xdr_data,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,95%+ automated disposition accuracy with user feedback delivered within 10 minutes and 30%+ reduction in false reports over time,Automation Rate,95%,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AGTX-01,UCS-AGTX-01,UC-AGTX,Agentic Automation (AgentiX),Agentic Playbook Orchestration,"Validate AgentiX autonomously selects, chains, and executes multi-step playbooks across 1,100+ integrations based on incident context",SecOps,PARITY,Table Stakes,P3,DET-AGTX-01,Correlation Rule (XQL),incidents,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,95%+ correct playbook selection and 90%+ full autonomous execution for standard incident types with MTTR <10 minutes,MTTR,<10 minutes,XSIAM Incidents (XQL: dataset=incidents),Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
POS,TC-AGTX-02,UCS-AGTX-01,UC-AGTX,Agentic Automation (AgentiX),Agentic Playbook Orchestration,"Demonstrate playbook versioning, rollback, and audit trail for governance compliance",SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,Rollback executes cleanly with zero orphaned actions,Completeness %,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
DET,TC-AGTX-03,UCS-AGTX-02,UC-AGTX,Agentic Automation (AgentiX),AI-Driven Triage & Enrichment,"Validate AgentiX AI-driven triage auto-classifies, prioritizes, and enriches incidents using contextual understanding rather than static rules",SecOps,PARITY,Table Stakes,P3,DET-AGTX-02,BIOC,xdr_data,POV-SC-006,"Inject synthetic alert volume (500–1,000 alerts mixing Atomic Red Team T1059 / T1021 with benign noise)",T1021 T1059,"90%+ classification accuracy, priority assignment within 1 minute, enrichment depth matching senior analyst within 85%+ correlation",Cross-Source Correlation Rate,90%,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 8 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AGTX-04,UCS-AGTX-02,UC-AGTX,Agentic Automation (AgentiX),AI-Driven Triage & Enrichment,"Demonstrate Threat Intelligence Agent auto-enriches IOCs with multi-source TI, related campaigns, and adversary TTP mapping",SecOps,PARITY,Table Stakes,P3,DET-AGTX-03,Correlation Rule (XQL),xdr_data,POV-SC-066,Execute scenario-specific simulation for AI-Driven Triage & Enrichment,TBD,95%+ IOCs enriched with multi-source TI within 2 minutes,Detection Accuracy,95%,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING
DET,TC-AGTX-05,UCS-AGTX-03,UC-AGTX,Agentic Automation (AgentiX),Cross-Domain Automated Response,"Validate AgentiX coordinates response actions across endpoint, network, identity, cloud, and email domains in a single automated workflow",SecOps,PARITY,Table Stakes,P3,DET-AGTX-04,BIOC,xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,All 5 domains receive containment actions within 5 minutes of initial detection with zero manual handoffs between domain teams,Cross-domain response time,within 5 min,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AGTX-06,UCS-AGTX-03,UC-AGTX,Agentic Automation (AgentiX),Cross-Domain Automated Response,Demonstrate Endpoint Investigation Agent delivers rapid forensics collection and containment across multi-vendor EDR environments,SecOps,PARITY,Table Stakes,P3,DET-AGTX-05,BIOC,xdr_data,POV-SC-006,"Inject synthetic alert volume (500–1,000 alerts mixing Atomic Red Team T1059 / T1021 with benign noise)",T1021 T1059,Forensic collection completed on all endpoints within 10 minutes regardless of EDR vendor,Completeness %,<2 minutes,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 8 TCs) — needs purpose-built payload
DET,TC-AGTX-07,UCS-AGTX-04,UC-AGTX,Agentic Automation (AgentiX),Agent Governance & Auditability,Validate enterprise-grade guardrails prevent AI agents from executing unauthorized or high-risk actions without human approval,SecOps,PARITY,Table Stakes,P3,DET-AGTX-06,BIOC,xdr_data,POV-SC-029,Execute scenario-specific simulation for Agent Governance & Auditability,TBD,100% of high-risk actions gated with human approval,Completeness %,<5 minutes,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING
POS,TC-AGTX-08,UCS-AGTX-04,UC-AGTX,Agentic Automation (AgentiX),Agent Governance & Auditability,Demonstrate comprehensive agent activity audit with decision transparency and regulatory compliance reporting,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-029,Execute scenario-specific simulation for Agent Governance & Auditability,TBD,100% action traceability with explainable AI decision rationale for each step,Traceability Chain Completeness,100%,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
DET,TC-AGTX-09,UCS-AGTX-05,UC-AGTX,Agentic Automation (AgentiX),Copilot-Assisted Investigation,"Validate natural language investigation assistant enables analysts to query across data lake, build timelines, and generate reports conversationally",SecOps,PARITY,Platform,P3,DET-AGTX-07,BIOC,xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,90%+ query interpretation accuracy with investigation summary generation in <2 minutes,Detection Accuracy,<2 minutes,XSIAM Causality View (XQL: dataset=xdr_data),Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload
DET,TC-AGTX-10,UCS-AGTX-05,UC-AGTX,Agentic Automation (AgentiX),Copilot-Assisted Investigation,Demonstrate Copilot assists junior analysts in performing senior-level investigations by providing guided investigation workflows and contextual recommendations,SecOps,PARITY,AI-Native,P3,DET-AGTX-08,BIOC,xdr_data,POV-SC-067,Execute scenario-specific simulation for Copilot-Assisted Investigation,TBD,Junior analyst with Copilot achieves 80%+ of senior analyst investigation quality in 50% less time,Investigation quality score,80%,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AGTX-11,UCS-AGTX-06,UC-AGTX,Agentic Automation (AgentiX),MCP Integration & Extensibility,Validate Model Context Protocol (MCP) support enables AgentiX to integrate with custom and third-party AI tools without custom code,SecOps,PARITY,Table Stakes,P3,DET-AGTX-09,BIOC,xdr_data,POV-SC-068,Execute scenario-specific simulation for MCP Integration & Extensibility,TBD,All 3 MCP integrations functional within 30 minutes of configuration,Asset Discovery Coverage,within 30 min,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING
DET,TC-AGTX-12,UCS-AGTX-06,UC-AGTX,Agentic Automation (AgentiX),MCP Integration & Extensibility,Demonstrate extensible agent framework allows customers to build custom security agents using AgentiX SDK and existing playbook library,SecOps,PARITY,Table Stakes,P3,DET-AGTX-10,BIOC,xdr_data,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,Custom agent deployed and operational within 4 hours,Compliance Score,within 4 hours,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING
DET,TC-AIRS-01,UCS-AIRS-01,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Model Security Scanning,"Validate deep architectural analysis detects data poisoning, backdoors, and malicious code hidden within model layers that traditional scanners miss",SecOps,PARITY,Table Stakes,P3,DET-AIRS-01,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-030,Execute scenario-specific simulation for AI Model Security Scanning,TBD,95%+ detection of embedded threats with <3% false positive rate on clean models,False Positive Rate,<3%,Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud,Cloud Posture Security,TO AUTHOR,NO MITRE MAPPING
POS,TC-AIRS-02,UCS-AIRS-01,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Model Security Scanning,"Demonstrate AI Software Bill of Materials (AI SBOM) generation providing complete model provenance including architecture, training data, licenses, and dependencies",SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-030,Execute scenario-specific simulation for AI Model Security Scanning,TBD,100% SBOM generation with complete provenance chain for all models,Compliance Score,100%,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
POS,TC-AIRS-03,UCS-AIRS-02,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Agent Discovery & Governance,Validate discovery and inventory of all AI agents in use—sanctioned and shadow—across the enterprise environment,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-031,Execute scenario-specific simulation for AI Agent Discovery & Governance,TBD,100% discovery of sanctioned agents and 90%+ discovery of shadow AI agents within 24 hours of deployment,Asset Discovery Coverage,100%,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
POS,TC-AIRS-04,UCS-AIRS-02,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Agent Discovery & Governance,Demonstrate AI governance policy enforcement prevents non-compliant AI agents from accessing sensitive data or executing privileged actions,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-031,Execute scenario-specific simulation for AI Agent Discovery & Governance,TBD,100% enforcement of governance policies,Remediation Success Rate,100%,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
POS,TC-AIRS-05,UCS-AIRS-03,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Red Team Testing,Validate continuous autonomous red teaming with 500+ attack types identifies AI-specific vulnerabilities in production models and agents,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-032,Execute scenario-specific simulation for AI Red Team Testing,TBD,90%+ of known vulnerability classes tested,Remediation Success Rate,90%,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
POS,TC-AIRS-06,UCS-AIRS-03,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Red Team Testing,Demonstrate AI red team integration with CI/CD pipeline provides automated security validation before model deployment,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-032,Execute scenario-specific simulation for AI Red Team Testing,TBD,Vulnerable model deployment blocked at CI/CD gate with detailed finding report,Pipeline gate accuracy,within 15 min,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
DET,TC-AIRS-07,UCS-AIRS-04,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Runtime Threat Prevention,"Validate real-time detection and blocking of prompt injection, jailbreak attempts, and malicious agent behaviors in production AI systems",SecOps,PARITY,Table Stakes,P3,DET-AIRS-02,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-033,Execute scenario-specific simulation for AI Runtime Threat Prevention,TBD,"95%+ blocking rate for known injection techniques, 85%+ for novel attacks, with <0.5% false positive rate on legitimate queries",False Positive Rate,<0.5%,Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud,Cloud Posture Security,TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AIRS-08,UCS-AIRS-04,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Runtime Threat Prevention,Demonstrate AI runtime monitoring detects anomalous model behavior indicating compromise or drift from expected operational parameters,SecOps,PARITY,Cloud-Native,P3,DET-AIRS-03,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-033,Execute scenario-specific simulation for AI Runtime Threat Prevention,TBD,Behavioral drift detected within 1 hour of onset with <5% false alarm rate,Drift detection latency,<5%,Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud,Cloud Posture Security,TO AUTHOR,NO MITRE MAPPING
POS,TC-AIRS-09,UCS-AIRS-05,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Data Pipeline Protection,"Validate protection of AI training data pipelines against data poisoning, unauthorized access, and supply chain compromise",SecOps,PARITY,Cloud-Native,P3,,Posture policy assertion (no detection content),,POV-SC-034,Execute scenario-specific simulation for AI Data Pipeline Protection,TBD,"100% detection of unauthorized modifications, 90%+ detection of poisoned samples, complete audit trail of all pipeline access",Completeness %,100%,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
POS,TC-AIRS-10,UCS-AIRS-05,UC-AIRS,AI Runtime Security (Prisma AIRS),AI Data Pipeline Protection,Demonstrate RAG (Retrieval Augmented Generation) knowledge base security prevents sensitive data leakage and unauthorized document access,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-034,Execute scenario-specific simulation for AI Data Pipeline Protection,TBD,Zero unauthorized data access across sensitivity levels,Completeness %,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-XDL-01,UCS-XDL-01,UC-XDL,Extended Data Lake (XDL) & Observability,Data Ingestion & Normalization at Scale,"Validate XDL ingests and normalizes telemetry from 1,100+ integrations at petabyte scale with consistent schema mapping",SecOps,PARITY,Platform,P3,,Platform-state assertion (no detection content),,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,All 50 sources ingesting within 2 hours,Detection Accuracy,95%,XQL query engine (/public_api/v1/xql/start_xql_query),Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload
DET,TC-XDL-02,UCS-XDL-01,UC-XDL,Extended Data Lake (XDL) & Observability,Data Ingestion & Normalization at Scale,Demonstrate Chronosphere Telemetry Pipeline filters low-value noise to reduce data volumes by 30%+ while preserving security-relevant signals,SecOps,PARITY,Table Stakes,P3,DET-XDL-01,BIOC,xdr_data,POV-SC-069,Execute scenario-specific simulation for Data Ingestion & Normalization at Scale,TBD,30%+ volume reduction with zero loss of security-relevant telemetry,Volume reduction %,30%,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,TO AUTHOR,NO MITRE MAPPING
PLT,TC-XDL-03,UCS-XDL-02,UC-XDL,Extended Data Lake (XDL) & Observability,Tiered Storage & Cost Optimization,Validate cost-efficient data lake tiers automatically route data based on access frequency and investigation relevance,SecOps,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-070,Execute scenario-specific simulation for Tiered Storage & Cost Optimization,TBD,40%+ storage cost reduction with zero impact on active investigation query performance,Compliance Score,40%,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,"N/A — assertion, not detection",—
PLT,TC-XDL-04,UCS-XDL-03,UC-XDL,Extended Data Lake (XDL) & Observability,Long-Term Retention for Compliance & Forensics,"Validate flexible long-term retention supports 1-7 year compliance requirements (PCI-DSS, HIPAA, SOX) with full query capability on archived data",SecOps,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-013,"Pre-seeded hunt dataset with 20–30 known IOCs across credential access, persistence, exfiltration",TBD,Retention policies enforced per compliance framework,Compliance Score,<60 second,XQL query engine (/public_api/v1/xql/start_xql_query),Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,"N/A — assertion, not detection",—
PLT,TC-XDL-05,UCS-XDL-03,UC-XDL,Extended Data Lake (XDL) & Observability,Long-Term Retention for Compliance & Forensics,Demonstrate forensic investigation across retained data sets supports incident reconstruction with full cross-source correlation,SecOps,PARITY,Platform,P3,,Platform-state assertion (no detection content),,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Full investigation timeline reconstructed from 6-month retained data within 15 minutes,Cross-Source Correlation Rate,within 15 min,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload
DET,TC-XDL-06,UCS-XDL-04,UC-XDL,Extended Data Lake (XDL) & Observability,Cross-Source Federated Search,Validate federated search queries distributed data sources without additional ingestion or storage costs,SecOps,PARITY,Platform,P3,DET-XDL-02,BIOC,xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Single query returns correlated results from all 3 distributed sources within 30 seconds without requiring data migration,Cross-Source Correlation Rate,within 30 sec,XQL query engine (/public_api/v1/xql/start_xql_query),Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
PLT,TC-XDL-07,UCS-XDL-04,UC-XDL,Extended Data Lake (XDL) & Observability,Cross-Source Federated Search,Demonstrate federated search enables cost-effective investigation of data that would be prohibitively expensive to fully ingest,SecOps,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-071,Execute scenario-specific simulation for Cross-Source Federated Search,TBD,75%+ cost reduction for low-frequency data access vs full ingestion with <2x latency penalty for occasional queries,Discovery Latency,<2x,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,"N/A — assertion, not detection",EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-XDL-08,UCS-XDL-05,UC-XDL,Extended Data Lake (XDL) & Observability,Observability-Security Convergence,Validate Chronosphere observability integration enables security teams to correlate application performance anomalies with security events,SecOps,PARITY,Table Stakes,P3,DET-XDL-03,Correlation Rule (XQL),xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Security incident auto-enriched with application performance context within 2 minutes,Discovery Latency,within 2 min,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload
PLT,TC-XDL-09,UCS-XDL-05,UC-XDL,Extended Data Lake (XDL) & Observability,Observability-Security Convergence,Demonstrate unified security-observability dashboard enables joint SecOps/DevOps investigation reducing cross-team escalation time,SecOps,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-072,Execute scenario-specific simulation for Observability-Security Convergence,TBD,Joint investigation completed in single dashboard without cross-team escalation,Completeness %,50%,XSIAM Incidents (XQL: dataset=incidents),Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,"N/A — assertion, not detection",—
AUT,TC-AEPS-01,UCS-AEPS-01,UC-AEPS,Agentic Endpoint Security,Autonomous Endpoint Triage,Validate agentic triage autonomously investigates and dispositions endpoint alerts with >90% analyst-agreement accuracy,SecOps,EMERGING,AI-Native,P2,,Automation-outcome assertion (no detection content),,POV-SC-014,TBD — DC authoring,TBD,TBD — DC authoring,Triage Automation Rate,>90%,XSIAM UI + XQL,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Agentic Endpoint Security (AES) ⚠,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 3 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
AUT,TC-AEPS-02,UCS-AEPS-02,UC-AEPS,Agentic Endpoint Security,Agentic Containment & Remediation,"Demonstrate autonomous containment (isolate, kill process, quarantine) with human-in-the-loop gates for high-risk actions",SecOps,EMERGING,AI-Native,P2,,Automation-outcome assertion (no detection content),,POV-SC-014,TBD — DC authoring,TBD,TBD — DC authoring,MTTR,<5 min,XSIAM UI + XQL,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Agentic Endpoint Security (AES) ⚠,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 3 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
PLT,TC-AEPS-03,UCS-AEPS-03,UC-AEPS,Agentic Endpoint Security,Endpoint Investigation Agent,Validate endpoint investigation agent performs forensic collection and root-cause analysis across multi-vendor EDR estates,SecOps,EMERGING,AI-Native,P2,,Platform-state assertion (no detection content),,POV-SC-014,TBD — DC authoring,TBD,TBD — DC authoring,Completeness %,Qualitative pass,XSIAM UI + XQL,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Agentic Endpoint Security (AES) ⚠,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 3 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction) · NO MEASURABLE THRESHOLD
PLT,TC-XTI-01,UCS-XTI-01,UC-XTI,Extended Threat Intelligence (XTI),Indicator Lifecycle Governance,"Validate indicator lifecycle governance — ingest, dedupe, score and auto-expire across 3+ feeds",SecOps,LEAD,Ecosystem,P2,,Platform-state assertion (no detection content),,POV-SC-073,Inject 3 feeds with 20% deliberate indicator overlap and a set of past-expiry IOCs,TBD,"Deduplicated, scored indicator set with expired IOCs retired automatically",Completeness %,>=95%,XSIAM Threat Intel (XQL: dataset=threat_intel),Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,"N/A — assertion, not detection",—
DET,TC-XTI-02,UCS-XTI-01,UC-XTI,Extended Threat Intelligence (XTI),Indicator Lifecycle Governance,Demonstrate confidence scoring suppresses low-fidelity intel before it reaches detection,SecOps,LEAD,AI-Native,P2,DET-XTI-01,IOC / Indicator Rule,xdr_data,POV-SC-074,Ingest a labeled corpus mixing high-confidence and known-noisy indicators,TBD,Low-fidelity indicators suppressed pre-detection; FP rate below threshold,False Positive Rate,<5%,XSIAM Threat Intel + Incidents,Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
