TC ID,UC ID,Family,Plane,Scenario dir,Moat Class,Tier,Primary KPI,Threshold,Detection Source,Test Case
TC-SCA-03,UC-SCA,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Compliance Score,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate SBOM Generation & Export — SBOM generated with complete direct + transitive dependency tree
TC-SSCAN-05,UC-SSCAN,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Remediation Success Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Secret Remediation Workflow — Auto-rotation supported for select secret types (AWS keys via IAM API)
TC-SSCAN-01,UC-SSCAN,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Detection Accuracy,Qualitative pass,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Validate Secret Detection Accuracy — Planted secrets detected in code, configuration, and IaC files with accurate type c"
TC-SSCAN-02,UC-SSCAN,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Coverage %,Qualitative pass,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Validate Secret Detection Rule Coverage — Detection covers 100+ secret types (cloud provider keys, SaaS tokens, private "
TC-SSCAN-03,UC-SSCAN,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Triage Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate Secret Prioritization & Triage — Secrets prioritized by: exposure scope (public repo vs. private), validity (ac"
TC-SSCAN-04,UC-SSCAN,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Git History Secret Scanning — Full git history scanned for secrets (not just current HEAD)
TC-SSCAN-05,UC-SSCAN,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Remediation Success Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Secret Remediation Workflow — Auto-rotation supported for select secret types (AWS keys via IAM API)
TC-SAST-01,UC-SAST,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Third-Party SAST Ingestion — unified priority view across all scanners
TC-ASER-01,UC-ASER,F3-AssetDiscovery,CSPM,scenarios/cspm/  (proposed),Cloud-Native,MOAT,Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),"Validate AppDev Asset Inventory — Centralized inventory of all AppDev resources: VCS repos, CI/CD pipelines, container r"
TC-ASER-02,UC-ASER,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Cloud-Native,MOAT,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Demonstrate Supply Chain Integration — CI/CD supply chain tools integrated with security scanning at each stage (commit 
TC-ASER-03,UC-ASER,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Compliance Score,Qualitative pass,Cortex Cloud Policies + Alerts view,"Validate Application Security Policy Management — AppSec policies define scanning requirements, severity thresholds, and"
TC-ASER-04,UC-ASER,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Compliance Score,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate the mapping of security rules to CI/CD compliance frameworks (CIS github, CIS gitlab and the OWASP top 10 CI/CD"
TC-ASER-05,UC-ASER,F6-ResponseTiming,CSPM,scenarios/cspm/  (proposed),Cloud-Native,MOAT,MTTR,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate AppSec Reporting & Metrics — AppSec dashboard shows aggregate finding trends, MTTR for security findings, and d"
TC-ASER-06,UC-ASER,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Remediation Success Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Security Backlog Baseline — Initial security backlog established across all onboarded applications
TC-DEVX-01,UC-DEVX,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Automation Rate,<5 min,Cortex Cloud Posture Dashboard + REST API,Demonstrate Native IDE & VCS Integration — repository onboarding requires <5 min per org
TC-DEVX-02,UC-DEVX,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Cloud-Native,LEAD,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Demonstrate IDE Plugin Integration — VS Code / JetBrains plugin surfaces findings in developer context with real-time fe
TC-DEVX-03,UC-DEVX,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Coverage %,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Branch Scan Coverage — Feature branches scanned automatically on creation/update
TC-DEVX-04,UC-DEVX,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Pull Request Security Checks — PR security checks run automatically with configurable pass/fail criteria
TC-DEVX-05,UC-DEVX,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Demonstrate CI Pipeline Scan Integration — Scanning integrated into CI pipelines (GitHub Actions, Jenkins, GitLab CI) vi"
TC-AGRP-01,UC-AGRP,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Manual Application Grouping — grouped application shows aggregate risk across all components
TC-AGRP-02,UC-AGRP,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate Criteria-Based Application Grouping — Applications auto-grouped based on defined criteria (tags, namespaces, na"
TC-AGRP-03,UC-AGRP,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Cloud-Native,MOAT,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Demonstrate Code-to-Cloud Application Mapping — Code repository → container image → runtime deployment mapping automated
TC-ASPMC-01,UC-ASPMC,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,MOAT,Coverage %,Qualitative pass,ASPM Command Center (/api/v1/asoc/findings),Validate AppSec Coverage Analysis — ASPM Command Center shows scanning coverage across all onboarded applications
TC-PGE-01,UC-PGE,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Demonstrate Platform Integration & API Extensibility — Cortex Cloud REST APIs support automation of common operations (o
TC-PGE-02,UC-PGE,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Validate Data Access Control (RBAC) — admin roles manage full platform configuration
TC-PGE-03,UC-PGE,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate User & Group Management with SSO — SSO integration (SAML 2.0, OIDC) with corporate IdP (Okta, Azure AD, Google "
TC-PGE-04,UC-PGE,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Compliance Score,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate Platform Security Settings — Security settings (session timeout, MFA enforcement, API token rotation, IP allowl"
TC-PGE-05,UC-PGE,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Compliance Score,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate REST API Functionality — Full CRUD operations available via REST API for assets, findings, policies, and compli"
TC-PGE-06,UC-PGE,F1-SignalInjection,CSPM,scenarios/cspm/  (proposed),AI-Native,LEAD,Detection Accuracy,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,"Validate AI Agentic Assistant — Cortex Cloud Copilot assists with natural language queries, remediation guidance, and in"
TC-PGE-07,UC-PGE,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,LEAD,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Demonstrate MCP Server Integration — Model Context Protocol (MCP) server enables AI-powered automation workflows
TC-0058,UC-007,F3-AssetDiscovery,CSPM,scenarios/cspm/  (proposed),Table Stakes,PARITY,Asset Discovery Coverage,100%,Cortex Cloud Inventory (/api/v1/inventory),"Validate reimagined Cloud Command Center provides unified visibility across multi-cloud assets, critical risks, and acti"
TC-0059,UC-007,F4-PostureCompliance,CSPM,scenarios/cspm/  (proposed),Table Stakes,PARITY,Control dimension coverage,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Demonstrate Cloud Command Center executive dashboard provides real-time security posture scoring with trend analysis and
TC-0060,UC-007,F8-IntegrationIngestion,CSPM,scenarios/cspm/  (proposed),Table Stakes,PARITY,Completeness %,80%,Cortex Cloud Posture Dashboard + REST API,Validate AI agent workforce autonomously investigates and resolves cloud security issues within minutes using trained mo
TC-0061,UC-007,F10-QualitativeEvidence,CSPM,scenarios/cspm/  (proposed),Table Stakes,PARITY,Outcome Achieved,within 10 min,Cortex Cloud Posture Dashboard + REST API,"Demonstrate AI agents coordinate cloud-specific response across CSPM, CDR, and CWPP for multi-stage cloud attacks"
TC-0062,UC-007,F8-IntegrationIngestion,CSPM,scenarios/cspm/  (proposed),Table Stakes,PARITY,Deployment time,<2%,Cortex Cloud Runtime Alerts + /api/v1/alerts,Validate performance-optimized CDR agent deploys with one click and provides immediate cloud threat detection without ma
TC-0063,UC-007,F5-AutomationWorkflow,CSPM,scenarios/cspm/  (proposed),Table Stakes,PARITY,Telemetry reduction %,30%,Cortex Cloud Runtime Alerts + /api/v1/alerts,Demonstrate CDR agent performance optimization reduces telemetry noise while maintaining detection fidelity for cloud-na
